Date,Day,Time,Activity,Location,Category,Notes
9/11/2026,Friday,6:30 PM,Dinner in Ikseon-dong,,Dining,"Ends 7:45 PM.
Eat where the walk ends rather than trekking back. Ikseon-dong is thick with restaurants in converted hanok, and the walk home afterwards is ten flat minutes. Table seating for nine, booked.
Watch out: Ask for chairs when you book. Converted hanok often means floor seating.
Watch out: Book ahead for nine. Ikseon-dong restaurants are small and may not seat you together without notice."
9/12/2026,Saturday,9:00 AM,Breakfast,Nine Tree Premier Hotel Insadong,Dining,"Ends 10:00 AM.
Breakfast is not included on this leg. Either the hotel's own, or a bakery — Korean bakery chains handle a group of nine without ceremony. The museum does not open until 10:00, so there is nothing to gain from being up before nine.
Verify: Confirm whether the Insadong booking includes breakfast and for how many.
Where: Nine Tree Premier Insadong"
9/12/2026,Saturday,9:30 AM,Nap window — 7mo,,Rest,"Ends 11:00 AM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/12/2026,Saturday,10:30 AM,National Museum of Korea,National Museum of Korea,Excursion,"Ends 12:30 PM.
Yongsan. Free general admission, vast flat galleries, lifts everywhere, stroller-free rental on site, and benches in most rooms. Do one wing, not the building.
Fallback: The reflecting pool and the path to the pagoda outside are worth the trip on their own if the galleries are too much.
Note: Lactation room is on the first floor. Strollers and wheelchairs are free at the information desk.
Watch out: Closed Mondays. Open until 18:00 today, so you can leave with hours to spare.
Verify: Reserve the free Children’s Museum online now. It books out weeks ahead, and one slot may not hold nine.
Source: https://www.museum.go.kr/site/eng/home
Where: National Museum of Korea, 137 Seobinggo-ro, Yongsan-gu"
9/12/2026,Saturday,11:30 AM,Nap window — 5mo,,Rest,"Ends 1:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/12/2026,Saturday,12:40 PM,Nap group back to Insadong (Grandparents · three kids · two adults),,Commute,"Ends 1:10 PM.
The half of the group that needs the nap goes straight back. Skipping the museum lunch is deliberate: eating at the museum pushes the toddler's nap past 14:00, and tomorrow is the one day of the trip that cannot absorb a badly rested two-year-old."
9/12/2026,Saturday,12:40 PM,"Yongsan afterwards, for whoever is free (Adults not on nap duty)",Yongsan I'Park Mall,Excursion,"Ends 3:00 PM.
The museum is not the only reason to come out here, and it is a long way to travel for one building. Three things are within reach on foot or one stop: the museum's own grounds and reflecting pool, which are free and quietly one of the best pieces of landscape in Seoul; Ichon Hangang Park, straight down to the river; and Yongsan I'Park Mall at Yongsan Station, which is a genuinely enormous indoor complex with electronics, toys and a food court if the heat wins.
Fallback: Go straight back with everyone else. This is an add-on for the people who are not carrying a sleeping child, and skipping it costs nothing.
Note: Split after Yongsan if needed. The nap stays protected; this is only for adults free at 13:00.
Watch out: Be back by 15:30. Tomorrow starts at 06:50, and hanbok prep needs everyone dressing to be present.
Verify: Confirm Yongsan Park redevelopment walk-in access. Parts open and close by reservation.
Where: Yongsan-gu · museum grounds, Ichon Hangang Park, Yongsan I'Park Mall"
9/12/2026,Saturday,1:00 PM,Nap window — Toddler,,Rest,"Ends 3:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/12/2026,Saturday,1:15 PM,Lunch at the hotel,,Dining,"Ends 2:00 PM.
Room service, a bakery run, or the nearest thing to the lobby. Speed matters more than quality today.
Fallback: Insadong-gil is full of takeaway. Somebody grabs food while everyone else goes up."
9/12/2026,Saturday,1:30 PM,Nap block at the hotel,,Rest,"Ends 3:30 PM.
A full, on-time toddler nap, which is the entire reason today ends early. The grandparents should take this one too — tomorrow starts at 06:50 and runs long.
Note: Protect this nap block. It’s the most load-bearing rest of the trip."
9/12/2026,Saturday,4:30 PM,"Tomorrow's hanbok logistics, settled tonight",,Admin,"Ends 5:30 PM.
Confirm the rental booking, the number of people, the hair and makeup slots, and the walking route to the palace ticket office. Lay out what everyone wears underneath. Charge the camera.
Watch out: Tomorrow has a hard 10:50 call time and nine people to dress. Settle everything you can tonight.
Watch out: Set out one passport and ₩70,000 cash tonight for the rental deposit.
Watch out: Message the photographer tonight: rain plan, covered palace option, and a morning phone number."
9/12/2026,Saturday,6:00 PM,"Early dinner, early night",,Dining,"Ends 7:15 PM.
Genuinely early. Tomorrow is the day the whole trip is photographed."
9/13/2026,Sunday,6:50 AM,"Breakfast, in the room if it is faster",Nine Tree Premier Hotel Insadong,Dining,"Ends 7:30 AM.
The one early start left on the trip, and it is unavoidable: the salon opens at 08:00, the hanbok shop at 09:00, and the photographer's call time at 10:50 is paid and booked. Feed the children properly now — there is no good window again until after the shoot, and nothing staining goes near anyone once hanbok is on.
Watch out: Feed first, dress second.
Note: Warn everyone the night before: this breakfast starts before the usual 09:00.
Where: Nine Tree Premier Insadong"
9/13/2026,Sunday,7:35 AM,Two taxis to the salon,Beauty Palace Gyeongbokgung,Commute,"Ends 7:55 AM.
Naver puts the hotel 1.1 km from the Gyeongbokgung cluster — 18 minutes and 1,719 steps on foot, four crosswalks, and the route is step-free, which matters with two strollers. That proximity is the whole reason the photo day sits in this leg. Take taxis anyway. You are moving nine people to a hard 08:00 booking and the walk is the first thing that slips.
Fallback: If taxis fail, walk 1.1 km in 18 minutes by 07:30, or take line 3 one stop from Anguk exit 6. Fare is ₩1,550.
Source: https://english.visitseoul.net/hotel/view/18185180
Where: Beauty Palace Gyeongbokgung, or your chosen makeup salon"
9/13/2026,Sunday,8:00 AM,Hair and makeup · first slot of the day (Adults having it),Beauty Palace Gyeongbokgung,Excursion,"Ends 9:00 AM.
This has to happen before the hanbok, not alongside it, because the salon opens an hour earlier than the rental shop. Beauty Palace Gyeongbokgung opens 08:00 on Sundays and runs a 40-minute hanbok makeup and a 70-minute hanbok makeup with hair-up. Book the 40-minute service for everyone who wants it and run the chairs in parallel.
Cost: Per person, by service tier
Watch out: Beauty Palace fits six at once. Book explicit staggered slots from 08:00 for nine people.
Watch out: Closed Tuesdays. Sunday 13 September is fine, but don't move this to Tuesday.
Verify: Confirm how many artists work at 08:00. One artist can't finish four faces before 09:00.
Source: https://creatrip.com/en/spot/14538
Where: Makeup salon in the Gyeongbokgung cluster"
9/13/2026,Sunday,9:00 AM,Walk to the hanbok shop,Hanboknam,Commute,"Ends 9:10 AM.
The salons and the rental shops are the same few streets around Gyeongbokgung Station Exit 4 and Jahamun-ro 2-gil. This is a short flat walk, not a journey.
Source: https://seohwahanbok.net/hanbok-rental/
Where: Hanbok rental, Gyeongbokgung Station Exit 4 cluster"
9/13/2026,Sunday,9:10 AM,Hanbok fitting · nine people,Hanboknam,Excursion,"Ends 10:20 AM.
Seventy minutes against a 09:00 opening, walking in rather than reserving. Hanboknam is the pick — 4.7 across 4,426 reviews, the largest selection in the cluster, and 1.1 km from the hotel. It sits about 350 metres west of Gwanghwamun, so you pass the palace on the way over and only backtrack a short distance afterward. Order of dressing: grandparents, toddler, infants, then the adults who can dress themselves fastest.
Book: Walking in, not reserving. A booking here does not buy queue priority, and the crowding complaints in this cluster are all about midday rather than the opening hour. Send Hanboknam one email before you fly — hanboknams@naver.com — asking two things: how many stylists work the 09:00 slot on Sunday 13 September, and that infant sizes are held for a 5-month-old and a 7-month-old. Hair runs about 20 minutes a head, one head at a time. Two stylists and the morning is comfortable; one stylist against three or four heads does not finish. All nine of you are renting, both babies included. Fallbacks if Hanboknam is shut or slammed: Seohwa at 137 Sajik-ro, Oneday in the same building's basement, or Haewadal on 0507-1315-7188.
Cost: Around ₩24,000 for four hours or ₩32,000 all day, per person, at Seohwa's published rates
Watch out: Take the all-day tier. A four-hour rental from 09:10 expires at 13:10, during lunch.
Watch out: Budget 20 minutes for each infant's hanbok change. There are two of them.
Watch out: Email Hanboknam: confirm two stylists at opening. One stylist doing 15 to 20 minutes per head risks the 10:50 call time.
Note: Arrive at opening. The early slot is calm, and crowds build later.
Note: Send one non-makeup adult to Hanboknam at 08:55 to start paperwork and pull sizes.
Watch out: Staff here may let you browse alone. Ask at the counter to be walked through the sizes.
Verify: Confirm Hanboknam can take nine renters in one slot, both babies included.
Source: https://seohwahanbok.net/hanbok-rental/
Where: Hanbok rental shop"
9/13/2026,Sunday,10:25 AM,Walk to Heungnyemun Gate,Gyeongbokgung Palace,Commute,"Ends 10:45 AM.
Twenty minutes for a walk that takes five, because nine people in hanbok with two strollers do not move at walking pace. Aim to be standing at the meeting point at 10:45 with five minutes in hand.
Fallback: The escalation branch, decided now and not at 10:30: if the shop is running late, at 10:30 send the grandparents, the men and the toddler ahead on foot to hold the meeting point. Skip the last lip touch-up. Message the photographer at 10:20 with a realistic number rather than at 10:50 with an apology. Real drop-dead for the group is 11:00 — the photographer will wait ten minutes and will not wait thirty.
Watch out: Guard performances run 10:00 for 20 minutes and 11:00 for 10 near Gwanghwamun and Heungnyemun. Budget the full walk.
Watch out: Confirm the exact photographer meeting point and swap numbers. Gwanghwamun Gate and the ticket area are 150 metres apart.
Fallback: Agree on the photographer's rain plan in advance: indoor palace halls, a covered colonnade, or a reschedule.
Source: https://royal.khs.go.kr/ENG/contents/E702000000.do?schGroupCode=gbg
Where: Gyeongbokgung · ticket and information area inside Heungnyemun Gate"
9/13/2026,Sunday,10:50 AM,Photography session at Gyeongbokgung,Gyeongbokgung Palace,Excursion,"Ends 12:20 PM.
BOOKED — confirmed, do not move.
Meeting inside Heungnyemun Gate. Everyone in full hanbok enters the palace free — the rule covers traditional and modernised hanbok, and your parents are already free at 65 and over, as are all three children.
Cost: Admission ₩3,000 for adults 19–64, and free for anyone in qualifying hanbok
Watch out: Free admission needs full hanbok: jeogori plus chima or baji. Partial outfits pay full price.
Watch out: Shoot whole-group and grandparent frames first. The infants may only last 40 good minutes.
Note: Find the nursing room by the information centre on arrival. It has a changing station, microwave, and sink.
Watch out: Palace paths include gravel and rough stone. Use carriers once you're inside.
Source: https://royal.khs.go.kr/ENG/contents/E701000000.do"
9/13/2026,Sunday,12:30 PM,Return the hanbok,,Admin,"Ends 1:00 PM.
Back to the shop, change, collect your own clothes. Or keep them on through lunch if you took the full-day rental and everyone still has the energy."
9/13/2026,Sunday,1:00 PM,Lunch near the palace,,Dining,"Ends 2:15 PM.
Everyone will be hungry, hot, and finished. Somewhere close with chairs — do not go looking.
Watch out: Book lunch. Sunday near Gyeongbokgung for nine without a reservation is risky.
Watch out: Pick lunch somewhere that can absorb a toddler meltdown, and be ready to send half the group ahead."
9/13/2026,Sunday,2:30 PM,Back to the hotel · everyone off duty,,Rest,"Ends 5:00 PM.
The biggest morning of the trip earns the emptiest afternoon of the trip.
Note: Protected rest block. Don't schedule into this."
9/13/2026,Sunday,2:45 PM,Nap window — Toddler,,Rest,"Ends 4:30 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/13/2026,Sunday,6:30 PM,A proper dinner,,Dining,"Ends 8:00 PM.
The one meal of the trip worth booking properly. Table seating, private room if you can get one for nine.
Verify: Book a private room well in advance for nine people and three small children."
9/13/2026,Sunday,,Nap window — 7mo,,Rest,"Timing: in the carrier, en route.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/13/2026,Sunday,,Nap window — 5mo,,Rest,"Timing: in the carrier, en route.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/14/2026,Monday,9:00 AM,Breakfast,Nine Tree Premier Hotel Insadong,Dining,"Ends 10:00 AM.
Late morning by design — the day's real event is dinner at Mangwon Market, and you do not want the group already tired by mid-afternoon.
Where: Nine Tree Premier Insadong"
9/14/2026,Monday,9:30 AM,Nap window — 7mo,,Rest,"Ends 11:00 AM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/14/2026,Monday,10:15 AM,Cheonggyecheon in the morning,Cheonggyecheon,Excursion,"Ends 11:30 AM.
The sunken stream through the middle of the city, and a five-minute walk from the hotel door. Cool at water level, flat along the whole length, and genuinely pleasant before the heat arrives. Walk as far as you feel like and climb out at any bridge. This has moved from filler to the actual morning, because the afternoon is out in Mapo and today needs an easy start.
Fallback: Turn around at any point. The whole stream runs parallel to the street above it, so there is no committed distance.
Watch out: Most stream access is stairs. Find a ramped entrance before you commit with a stroller.
Source: https://english.visitseoul.net/area/CheonggyecheonStream/ENP000034
Where: Cheonggyecheon, five minutes from the hotel"
9/14/2026,Monday,11:30 AM,Nap window — 5mo,,Rest,"Ends 1:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/14/2026,Monday,12:00 PM,Lunch near the hotel,,Dining,"Ends 1:15 PM.
Back in Jongno with time in hand. Eat properly here, because tonight's meal is standing up at a market."
9/14/2026,Monday,1:00 PM,Nap window — Toddler,,Rest,"Ends 3:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/14/2026,Monday,1:30 PM,Nap block at the hotel,,Rest,Ends 3:30 PM.
9/14/2026,Monday,3:45 PM,Across to Mapo,Mangwon-dong,Commute,"Ends 4:20 PM.
West across the city to the Mangwon and Yeonnam side of Mapo-gu. Two vehicles for nine, or Line 6 if the group is feeling robust — Mangwon is two stops from Hongik University station.
Where: Mangwon-dong, Mapo-gu"
9/14/2026,Monday,4:30 PM,"Mangwon Market — dinner, standing up",Mangwon Market,Dining,"Ends 6:00 PM.
This replaces Gwangjang, and it is a better fit in every way that matters to this group. Mangwon is a working neighbourhood market rather than a tourist destination — locals doing their actual shopping, prices that have not been rewritten for visitors, and a covered arcade that is wider and calmer than Gwangjang's aisles. The things to eat here are the fried chicken in sweet-and-sour glaze, tteokbokki, freshly fried mandu and the croquettes. Late afternoon is when it fills up and everything is hot.
Fallback: If it is heaving, buy food and walk two minutes to Mangwon Hangang Park to eat it by the river.
Watch out: Mangwon is covered but crowded. Take one stroller at most, use carriers, and expect to eat standing or in the park.
Watch out: Bring cash. Some stalls take cards, but plenty don't.
Verify: Confirm the closing day before you go. Traditional markets often close Sunday or Monday, and today is Monday.
Where: Mangwon Market, Mapo-gu · Mangwon station Line 6, exit 2"
9/14/2026,Monday,6:15 PM,Yeonnam-dong and the Gyeongui Line park,Gyeongui Line Forest Park,Excursion,"Ends 7:15 PM.
A disused railway line turned into a long, thin park running through Yeonnam-dong, and the single most stroller-friendly thing in this half of the city — flat, straight, grassy, wide, and lined with low-key cafés and shops. It is the calm version of this neighbourhood, and it connects Mangwon to Hongdae on foot without ever putting you in Hongdae's crowds.
Fallback: Go straight back to the hotel after the market. This is a bonus, not a requirement, and nobody will mind.
Where: Gyeongui Line Forest Park, Yeonnam-dong"
9/14/2026,Monday,7:15 PM,"Hongdae, for whoever still wants it (Adults who fancy it)",Hongdae,Excursion,"Ends 8:30 PM.
The main Hongdae streets are ten minutes' walk from the far end of the Yeonnam park — buskers, street food, record shops, and the densest concentration of late-opening anything in Seoul. Marked as an idea rather than a plan because it is loud, extremely crowded and the wrong environment for two infants at bedtime. One useful piece of luck: today is a Monday, which is by some distance the quietest night of the week here.
Fallback: Skip it entirely. Everyone with a child goes back to the hotel from Yeonnam and this simply does not happen.
Watch out: Split up for Hongdae at 19:30. Send interested adults, and put everyone else in a car home.
Where: Hongdae main street and Eoulmadang-ro"
9/14/2026,Monday,7:30 PM,Kids and grandparents back to Insadong (Grandparents · three kids · parents on duty),,Commute,"Thirty minutes back across town. Bedtime is late tonight by design, which is why tomorrow's morning starts indoors and slowly."
9/15/2026,Tuesday,9:00 AM,Breakfast,Nine Tree Premier Hotel Insadong,Dining,"Ends 10:00 AM.
Nine o'clock, and nothing lost by it — The Hyundai Seoul does not open its doors until 10:30, so an earlier start only buys you time standing outside a shut mall.
Where: Nine Tree Premier Insadong"
9/15/2026,Tuesday,9:30 AM,Nap window — 7mo,,Rest,"Ends 11:00 AM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/15/2026,Tuesday,10:10 AM,Over to Yeouido (Shopping group),The Hyundai Seoul,Commute,"Ends 10:50 AM.
Line 5 runs directly from Jongno-3ga to Yeouido with no change, which is unusually civilised for this city. A taxi is about twenty-five minutes. Either way you arrive just after opening rather than at 11:30 with everyone else.
Where: The Hyundai Seoul, 108 Yeoui-daero, Yeongdeungpo-gu"
9/15/2026,Tuesday,10:15 AM,Slow morning for everyone else (Grandparents · kids),,Rest,"Ends 12:00 PM.
Hotel, Insadong street, a café. The point of splitting today is that nobody has to endure a shopping trip they did not want, and Yeouido is a long way to drag a two-year-old for other people's errands."
9/15/2026,Tuesday,10:55 AM,The Hyundai Seoul · children's clothes (Shopping group),The Hyundai Seoul,Excursion,"Ends 1:00 PM.
This replaces Namdaemun, and for this group it is not a close call. The Hyundai Seoul is the newest and most consistently well-reviewed department store in the city: a full children's floor with the Korean and international brands people actually fly home with, an indoor garden you can park a stroller in, proper nursing rooms, wide flat aisles, lifts everywhere, and a basement food hall good enough to be lunch. You will pay department-store prices rather than market prices — that is the trade, and with a toddler in tow it is the right one.
Cost: Department-store pricing. Budget more per item than a market and fewer items.
Fallback: Lotte World Mall in Jamsil covers similar ground and you were already near it on the 10th. Starfield Hanam is bigger again but is outside Seoul and not worth the drive on a day this full.
Watch out: Bring passports. Tax-free refund needs one, and the desks are in-store.
Verify: Confirm opening time before you leave. Department stores often open at 10:30, not 10:00.
Note: Eat lunch in the building. The lower-level food hall can handle a group without a booking.
Where: The Hyundai Seoul, Yeouido · children's floor and the food hall"
9/15/2026,Tuesday,11:30 AM,Nap window — 5mo,,Rest,"Ends 1:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/15/2026,Tuesday,12:00 PM,Lunch in Insadong for the hotel group (Grandparents · kids),,Dining,"Ends 1:15 PM.
Close to the room and ahead of the nap. The shopping group is eating in The Hyundai's food hall at the same time, so there is no regroup to coordinate."
9/15/2026,Tuesday,1:00 PM,Nap window — Toddler,,Rest,"Ends 3:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/15/2026,Tuesday,1:15 PM,Costco Yangpyeong (Shopping group),Costco Yangpyeong,Excursion,"Ends 2:45 PM.
Ten minutes from The Hyundai Seoul, which is the entire reason it sits on this day rather than any other. Yangpyeong is the closest warehouse to Yeouido and it is open 10:00 to 22:00. The Korean-specific things worth the trip are the own-brand seaweed, gim snacks, dried persimmon, honey butter almonds and the bulk skincare — none of which you can carry out of Olive Young at this price.
Watch out: Bring your physical US Costco card. Membership is global, but the app can fail at Korean door scanners.
Watch out: Korean Costco closes on the second and fourth Sunday. Tuesday is clear, but check before moving this to a weekend.
Verify: Confirm the card policy at the door. Carry enough cash for the basket in case your US card doesn't work.
Watch out: Costco buys are bulky and heavy. Do the luggage reckoning tonight, not at the airport on the 18th.
Where: Costco Yangpyeong, 156 Seonyu-ro, Yeongdeungpo-gu"
9/15/2026,Tuesday,1:15 PM,Nap block,,Rest,Ends 3:15 PM.
9/15/2026,Tuesday,4:15 PM,Myeongdong · skincare (Shopping group),Myeongdong,Excursion,"Ends 6:00 PM.
The flagship Olive Young plus the surrounding brand stores, and a fresh shift is fine here — whoever did Yeouido and Costco has earned a sit down. This is the serious skincare stop of the trip: buy the volume here, not at the airport.
Verify: Confirm the tax-free refund threshold and process. Bring your passport.
Watch out: Pack all liquids, gels, and creams in checked bags tonight."
9/15/2026,Tuesday,6:15 PM,First pack and a luggage reckoning,,Admin,"Ends 7:00 PM.
Tomorrow you move hotels, and today you bought department-store clothes, a Costco run and a skincare haul. Better to find out tonight that you need another suitcase than at the Incheon check-in desk on the 18th.
Watch out: Buy the extra suitcase today if you need one. Don't leave this for Yeongjong or the airport."
9/15/2026,Tuesday,7:00 PM,Last Jongno dinner,,Dining,"Ends 8:15 PM.
The last dinner in the city proper — from here it is the airport hotel. Pick the one thing someone said they wanted to eat again and go there.
Watch out: Book dinner. This is the last easy meal nobody will want to improvise."
9/16/2026,Wednesday,9:00 AM,Breakfast and final pack,Hyatt Regency Incheon,Dining,"Ends 10:00 AM.
Checkout is 11:00 and the transfer is not until 11:30, so a nine o'clock breakfast still leaves an unhurried hour. Pack the night before and this morning is genuinely easy.
Where: Hyatt Regency Incheon Paradise City"
9/16/2026,Wednesday,9:30 AM,Nap window — 7mo,,Rest,"Ends 11:00 AM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/16/2026,Wednesday,10:05 AM,Last walk through Insadong (Anyone who wants it),Insadong-gil,Excursion,"Ends 10:50 AM.
Bags are packed, checkout is not until 11:00, and Ssamziegil is four minutes from the door. This is the last unhurried stretch on the mainland — use it for the small souvenirs nobody has bought yet, or skip it entirely and sit in the lobby.
Fallback: Skipping this costs nothing. The airport has a duty-free the size of a town.
Note: This walk is optional. Nobody has to leave the hotel this morning.
Where: Insadong-gil, four minutes from the hotel"
9/16/2026,Wednesday,11:00 AM,Check out of Insadong,,Lodging,"Ends 11:30 AM.
Sweep the rooms for the small things that get left: bottle parts, chargers, one shoe, the toddler's specific cup. Ask the desk to hold the bags if you want a last hour in Insadong."
9/16/2026,Wednesday,11:30 AM,Out west to Incheon Chinatown,Incheon Chinatown,Commute,"Ends 12:30 PM.
Roughly an hour from Jongno to Incheon Station on the mainland. This is not a detour so much as a pause on the way — Chinatown sits by the Yeongjong Bridge approach, so you stop, eat, and carry on over the water to the resort. Good news on the name confusion at the far end: Hyatt Regency Incheon Paradise City is a single, real hotel — the former west tower of Grand Hyatt Incheon, rebranded in 2025 and sitting inside the Paradise City resort complex. So you get Hyatt loyalty and the resort's facilities in one booking.
Watch out: Book the transfer with three car seats, a Chinatown stop, and waiting time.
Verify: Confirm the driver will hold your luggage during lunch. If not, move jjajangmyeon to the 17th.
Verify: Check your confirmation says Hyatt Regency, not Hotel Paradise or Art Paradiso.
Source: https://newsroom.hyatt.com/Hyatt_Regency_Incheon_Paradise_City_Opens_Today
Where: Incheon Chinatown, Jung-gu · then Yeongjong Island"
9/16/2026,Wednesday,12:35 PM,Jjajangmyeon in the place that invented it,Junghwaru,Dining,"Ends 1:45 PM.
Incheon's Chinatown is where jjajangmyeon was created, by Shandong migrants working the port in the late 1800s, and eating it here is a genuinely different thing from eating it anywhere else. Junghwaru is the pick for this group: well reviewed, large enough to seat nine, and with waits that run ten to twenty minutes rather than the hour that the two famous places routinely hit. Today is a Wednesday, which is the single biggest thing working in your favour here — weekend waits in Chinatown are punishing.
Cost: Roughly ₩8,000–₩12,000 for jjajangmyeon, more for tangsuyuk to share.
Fallback: Gonghwachun is the original house and has the museum-piece interior, but the food is widely described as ordinary and the wait as long. Sinseungban is the locals' choice on taste. Both are worth knowing about if Junghwaru is closed.
Watch out: Call ahead for nine. Chinatown lunch spots may not hold a walk-in table this size.
Watch out: Jjajangmyeon stains permanently. Bib everyone under three, and skip nice clothes.
Verify: Confirm the closing day. Some Chinatown restaurants close one weekday a month.
Where: Junghwaru, Incheon Chinatown · near Incheon Station"
9/16/2026,Wednesday,1:50 PM,Over the bridge to Yeongjong,Hyatt Regency Incheon,Commute,"Ends 2:20 PM.
Twenty-five minutes over the water to Paradise City. All three children will very likely sleep in the car, which is exactly what you want given check-in is not until 15:00 anyway.
Note: Treat this drive as the first half of nap. Don't wake anyone at the door.
Where: Hyatt Regency Incheon Paradise City, Yeongjong Island"
9/16/2026,Wednesday,2:00 PM,Nap window — Toddler,,Rest,"Ends 4:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/16/2026,Wednesday,2:20 PM,Check in,,Lodging,"Ends 3:00 PM.
The hotel sits inside the Paradise City complex, so once you are in you do not need to leave it again before the flight.
Watch out: Standard check-in is 15:00. Book one room from the night of the 15th so kids can nap on arrival."
9/16/2026,Wednesday,2:45 PM,Nap block,,Rest,"Ends 4:00 PM.
Shorter than usual and partly already served by the drive over the bridge. Do not stretch it — tonight is the last chance to swim."
9/16/2026,Wednesday,4:15 PM,"Wonderbox, or just the room",Paradise City,Excursion,"Ends 6:00 PM.
Indoors and shaded by design today. Wonderbox is Paradise City's indoor family theme park and is the right size and temperature for a two-year-old — carousel scale, not roller-coaster scale. The complex also has extensive public art you can walk through for free. This is now your one clear water day: the mole removal sits on the 17th, so nobody is under a no-swimming restriction yet.
Fallback: The hotel room and a long bath is a perfectly good version of this.
Note: Swim today if anyone wants to. Tomorrow's procedure closes the water for seven to ten days.
Verify: Confirm Wonderbox hours and whether the hotel bundles admission.
Watch out: Cimer refuses children under seven. It only works as an adults-only split shift.
Note: Ask for the 50% guest coupon. The ₩60,000 aqua pass drops to about ₩30,000, and the aqua zone shuts at 19:00.
Source: https://www.p-city.com/front/wonderbox/overview
Where: Paradise City complex, on site"
9/16/2026,Wednesday,6:30 PM,Dinner at the resort,,Dining,"Ends 7:45 PM.
There is very little walkable off-site dining out here. Plan to eat in.
Verify: Confirm on-site restaurant options and whether any take a booking for nine."
9/17/2026,Thursday,8:15 AM,"Early breakfast, clinic party only (Three adults — NaRhee, Jun, Ann)",Hyatt Regency Incheon,Dining,"Ends 9:15 AM.
The 10:00 slot is the first appointment of the day and Rene Clinic is eight to twelve minutes away rather than five, so this one breakfast starts at 08:15. It is still unhurried — an hour at the table and you are walking out at 09:30 with time to spare for first-visit paperwork.
Note: Only the clinic party eats early. Everyone else keeps the 09:00 breakfast.
Where: Hyatt Regency Incheon Paradise City"
9/17/2026,Thursday,9:00 AM,"Breakfast, no rush (Everyone else)",Hyatt Regency Incheon,Dining,"Ends 10:15 AM.
Nobody else has to be up early today. Last full morning of the trip, the pool is right there, and there is nothing on the schedule until lunch.
Where: Hyatt Regency Incheon Paradise City"
9/17/2026,Thursday,9:30 AM,"Out to the clinic (Three adults — NaRhee, Jun, Ann)","르네의원, 하늘중앙로195번길 21",Commute,"Ends 9:45 AM.
Rene Clinic sits in the Haneul-dosi (Sky City) district rather than the Unseo cluster, which makes it eight to twelve minutes by taxi instead of five — still on-island, so no toll. Leaving at 09:30 gives you the drive plus fifteen minutes to get three first-visit foreign patients through the paperwork before the 10:00 slot starts.
Cost: About ₩7,000–₩10,000 by taxi, on-island, no toll
Fallback: If no taxi materialises at the door, the resort front desk will call one. Do not plan on the Incheon Airport Maglev — it was reclassified as a tourist train, runs 10:00 to 17:00 Tuesday to Sunday only, and does not go near Haneul-dosi.
Verify: Confirm the taxi the night before. Show the driver: 인천광역시 영종구 하늘중앙로195번길 21, 에스디메디컬 3층.
Source: https://www.incheon.go.kr/IC010205/view?repSeq=DOM_0000000013303245
Where: SD Medical Building, 21 Haneul-jungangno 195beon-gil, Yeongjong-gu — Haneul-dosi, about 8–12 minutes from Paradise City"
9/17/2026,Thursday,9:30 AM,Nap window — 7mo,,Rest,"Ends 11:00 AM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
