Date,Day,Time,Activity,Location,Category,Notes
9/10/2026,Thursday,4:35 PM,Seokchon Lake loop (Whoever wants it),,Excursion,"Ends 5:30 PM.
A flat paved loop around the lake beside the park, with benches the whole way. Good in late-afternoon light and easy to cut short. Genuinely optional — a second trip back out to Jamsil is a lot for one day.
Watch out: Skip without hesitation if the day has already been long. It is a nice-to-have, not a plan."
9/10/2026,Thursday,6:15 PM,Dinner at Lotte World Mall or back in Samseong,,Dining,"Ends 7:30 PM.
Decide based on where the group actually is at 17:45, not now."
9/11/2026,Friday,9:00 AM,Last Park Hyatt breakfast,Nine Tree Premier Insadong,Dining,"Ends 10:00 AM.
The last included one — the Insadong leg has no breakfast benefit, so this is the final easy morning meal of the trip. Nine o'clock; checkout is not until 11:30 and there is nothing to be early for."
9/11/2026,Friday,9:30 AM,Nap window — 7mo,,Rest,"Ends 11:00 AM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/11/2026,Friday,10:15 AM,A slow last morning in Gangnam,,Rest,"Ends 11:15 AM.
Nothing booked. Pack properly and let the children run around the room. Moving days go better when the morning before them is empty.
Fallback: Starfield COEX is five minutes away and indoors if anyone needs to burn energy before a car ride.
Note: Deliberately empty. This is the day the botox used to be on."
9/11/2026,Friday,11:30 AM,Check out of Park Hyatt,,Lodging,"Ends 12:00 PM.
Bags down, late checkout requested the night before if you can get it."
9/11/2026,Friday,12:15 PM,Transfer to Insadong,"Nine Tree Premier Insadong · 49 Insadong-gil, Jongno-gu",Commute,"Ends 1:00 PM.
Across the river to Jongno. Two vehicles again — nine people and twelve days of luggage does not fit in one.
Verify: Confirm the exact hotel name and address on your booking — the Insadong property trades under a Nine Tree name and there is more than one Nine Tree in central Seoul.
Source: https://english.visitseoul.net/hotel/view/18185180"
9/11/2026,Friday,1:00 PM,"Check in, cribs, breathe",,Lodging,"Ends 1:45 PM.
Rooms may not be ready. Store bags, take the kids up when they are.
Watch out: Standard check-in is 15:00 and the nap below is scheduled inside that window. The only reliable fix is to book one room from the night of the 10th, so that at least one room is legally yours the moment you arrive. Asking nicely at the desk is not a plan for three small children."
9/11/2026,Friday,1:30 PM,"Nap block, wherever it can happen",,Rest,"Ends 3:00 PM.
Note: Protected — and the reason to fight for early check-in."
9/11/2026,Friday,1:30 PM,Nap window — Toddler,,Rest,"Ends 3:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/11/2026,Friday,3:30 PM,Insadong on foot — the actual loop (Whoever wants it),Insadong-gil → Ssamziegil → Nagwon-dong · from the hotel door,Excursion,"Ends 4:45 PM.
A real route rather than a vague direction. Out of the hotel onto Insadong-gil, north along the main street through the paper, ceramic, tea and brush shops, into Ssamziegil at the top — a four-storey spiral ramp rather than stairs, so the stroller goes all the way up and back down without a lift. Cut east through Nagwon-dong and you are at the mouth of Ikseon-dong. The whole loop is about 1.2 km, entirely flat, and never more than eight minutes from your own room.
Fallback: Every point on this loop is a short walk back to the room, so it can be twenty minutes or two hours and anyone can peel off at any time.
Watch out: The long-range model has this as the hottest day of the trip, around 30°C. Walk the shaded east side of the street, go into Ssamziegil when it bites, and carry water for your parents — this is their fourth consecutive day out.
Note: Explicitly optional for your parents. The hotel is right there and nothing on this loop is worth a forced march.
Verify: Confirm whether Insadong-gil is car-free on the day you go — the pedestrian hours vary by day of the week."
9/11/2026,Friday,4:45 PM,Ikseon-dong alleys (Whoever wants it),"Ikseon-dong, Jongno · about 700 m from the hotel",Excursion,"Ends 6:15 PM.
A dense grid of restored hanok converted into cafés and small shops, about ten minutes' walk from the hotel and directly at the end of the Insadong loop. Flat, shaded by the low rooflines, and photogenic without the hill climb Bukchon demands. Late afternoon is the right time — the shops are all open by now, and the lanes light up as the sun drops.
Fallback: Cheonggyecheon stream is five minutes south and is flat, shaded and noticeably cooler if the alleys are crowded.
Watch out: The alleys are genuinely narrow — often under two metres, with café tables spilling out. A large stroller is awkward here; a carrier is much better. Consider leaving the big stroller at the hotel before this leg of the walk.
Note: Moved here from the 14th on purpose. It is a ten-minute walk from this hotel, which makes it the right thing for a thin moving-day afternoon rather than a separate expedition.
Source: https://english.visitseoul.net/attractions/Ikseon-dong-Hanok-Village_/2686"
9/11/2026,Friday,6:30 PM,Dinner in Ikseon-dong,,Dining,"Ends 7:45 PM.
Eat where the walk ends rather than trekking back. Ikseon-dong is thick with restaurants in converted hanok, and the walk home afterwards is ten flat minutes. Table seating for nine, booked.
Watch out: Ask explicitly for chairs when you book. Converted hanok often means floor seating, and this neighbourhood has far more of it than Gangnam did.
Watch out: Book ahead for nine. Ikseon-dong restaurants are mostly small — several rooms of six — and a party this size frequently cannot be seated together without notice."
9/12/2026,Saturday,9:00 AM,Breakfast,Nine Tree Premier Insadong,Dining,"Ends 10:00 AM.
Breakfast is not included on this leg. Either the hotel's own, or a bakery — Korean bakery chains handle a group of nine without ceremony. The museum does not open until 10:00, so there is nothing to gain from being up before nine.
Verify: Confirm whether the Insadong booking includes breakfast and for how many."
9/12/2026,Saturday,9:30 AM,Nap window — 7mo,,Rest,"Ends 11:00 AM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/12/2026,Saturday,10:30 AM,National Museum of Korea,"National Museum of Korea, 137 Seobinggo-ro, Yongsan-gu",Excursion,"Ends 12:30 PM.
Yongsan. Free general admission, vast flat galleries, lifts everywhere, stroller-free rental on site, and benches in most rooms. Do one wing, not the building.
Fallback: The reflecting pool and the path to the pagoda outside are worth the trip on their own if the galleries are too much.
Note: Lactation room on the first floor; strollers and wheelchairs lend free at the information desk.
Watch out: Closed Mondays — which is why this is a Saturday. Open until 18:00 today, so you are leaving with hours to spare on purpose.
Verify: The Children's Museum inside is free but needs an online reservation and books out weeks ahead. Reserve now, and check whether a single slot even holds nine people.
Source: https://www.museum.go.kr/site/eng/home"
9/12/2026,Saturday,11:30 AM,Nap window — 5mo,,Rest,"Ends 1:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/12/2026,Saturday,12:40 PM,Nap group back to Insadong (Grandparents · three kids · two adults),,Commute,"Ends 1:10 PM.
The half of the group that needs the nap goes straight back. Skipping the museum lunch is deliberate: eating at the museum pushes the toddler's nap past 14:00, and tomorrow is the one day of the trip that cannot absorb a badly rested two-year-old."
9/12/2026,Saturday,12:40 PM,"Yongsan afterwards, for whoever is free (Adults not on nap duty)","Yongsan-gu · museum grounds, Ichon Hangang Park, Yongsan I'Park Mall",Excursion,"Ends 3:00 PM.
The museum is not the only reason to come out here, and it is a long way to travel for one building. Three things are within reach on foot or one stop: the museum's own grounds and reflecting pool, which are free and quietly one of the best pieces of landscape in Seoul; Ichon Hangang Park, straight down to the river; and Yongsan I'Park Mall at Yongsan Station, which is a genuinely enormous indoor complex with electronics, toys and a food court if the heat wins.
Fallback: Go straight back with everyone else. This is an add-on for the people who are not carrying a sleeping child, and skipping it costs nothing.
Note: Structured as a split on purpose. The nap is protected either way — this only exists for the adults who would otherwise be sitting in a hotel room at 13:00.
Watch out: Be back by 15:30. Tomorrow starts at 06:50 with a hard 10:50 call time, and tonight's hanbok prep needs everyone who is dressing to be present.
Verify: Confirm the Yongsan Park redevelopment area is open to walk-in visitors on the day — parts of the former base site open and close by reservation."
9/12/2026,Saturday,1:00 PM,Nap window — Toddler,,Rest,"Ends 3:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/12/2026,Saturday,1:15 PM,Lunch at the hotel,,Dining,"Ends 2:00 PM.
Room service, a bakery run, or the nearest thing to the lobby. Speed matters more than quality today.
Fallback: Insadong-gil is full of takeaway. Somebody grabs food while everyone else goes up."
9/12/2026,Saturday,1:30 PM,Nap block at the hotel,,Rest,"Ends 3:30 PM.
A full, on-time toddler nap, which is the entire reason today ends early. The grandparents should take this one too — tomorrow starts at 06:50 and runs long.
Note: Protected nap window. The most load-bearing rest block of the trip."
9/12/2026,Saturday,4:30 PM,"Tomorrow's hanbok logistics, settled tonight",,Admin,"Ends 5:30 PM.
Confirm the rental booking, the number of people, the hair and makeup slots, and the walking route to the palace ticket office. Lay out what everyone wears underneath. Charge the camera.
Watch out: Tomorrow has a hard 10:50 call time and nine people to dress. Everything that can be settled tonight should be.
Watch out: Lay out both babies' 0호 hanbok tonight with everything else. They are the one item nobody can improvise in the morning, because the rental shop does not stock that size.
Watch out: Set out one passport and about ₩70,000 in cash tonight. Both Seohwa and Oneday publish the same deposit rule — one passport for the group plus ₩10,000 cash per person renting, refunded after they check the garments. Seven renters means ₩70,000. A cash machine run at 08:45 is not a thing this morning can absorb.
Watch out: Message the photographer tonight with the rain policy and a mobile number that will actually be answered in the morning. The long-range model has showers on the 13th, and Seoul in September is peak typhoon season — you want that conversation had before 08:00 tomorrow, not during it. Ask two specific things: what happens if it is raining at 10:50, and whether a covered alternative inside the palace grounds is on the table."
9/12/2026,Saturday,6:00 PM,"Early dinner, early night",,Dining,"Ends 7:15 PM.
Genuinely early. Tomorrow is the day the whole trip is photographed."
9/13/2026,Sunday,6:50 AM,"Breakfast, in the room if it is faster",Nine Tree Premier Insadong,Dining,"Ends 7:30 AM.
The one early start left on the trip, and it is unavoidable: the salon opens at 08:00, the hanbok shop at 09:00, and the photographer's call time at 10:50 is paid and booked. Feed the children properly now — there is no good window again until after the shoot, and nothing staining goes near anyone once hanbok is on.
Watch out: Feed first, dress second. This is the only order that works.
Note: Every other breakfast on the trip starts at 09:00. Warn the group about this one the night before, not on the morning."
9/13/2026,Sunday,7:35 AM,Two taxis to the salon,"Beauty Palace Gyeongbokgung, or your chosen makeup salon",Commute,"Ends 7:55 AM.
Naver puts the hotel 1.1 km from the Gyeongbokgung cluster — 18 minutes and 1,719 steps on foot, four crosswalks, and the route is step-free, which matters with two strollers. That proximity is the whole reason the photo day sits in this leg. Take taxis anyway. You are moving nine people to a hard 08:00 booking and the walk is the first thing that slips.
Fallback: If a taxi does not come you have two real options, both checked on Naver. Walk: 1.1 km, 18 minutes, four crosswalks, and Naver's avoid-stairs route is the same route — so it is step-free for the strollers. Leave by 07:30 and you still make 08:00. Or take the subway: Anguk on line 3 to Gyeongbokgung is one stop, no transfer, 8 minutes door to door at ₩1,550. Anguk has an elevator by exit 6 — route to that exit rather than the nearest one, or you will be carrying strollers down stairs.
Source: https://english.visitseoul.net/hotel/view/18185180"
9/13/2026,Sunday,8:00 AM,Hair and makeup · first slot of the day (Adults having it),Makeup salon in the Gyeongbokgung cluster,Excursion,"Ends 9:00 AM.
This has to happen before the hanbok, not alongside it, because the salon opens an hour earlier than the rental shop. Beauty Palace Gyeongbokgung opens 08:00 on Sundays and runs a 40-minute hanbok makeup and a 70-minute hanbok makeup with hair-up. Book the 40-minute service for everyone who wants it and run the chairs in parallel.
Cost: Per person, by service tier
Watch out: Beauty Palace takes a maximum of six people at once and can accommodate up to twenty across a booking. Nine will not fit in one sitting — book explicit staggered slots from 08:00.
Watch out: It is closed Tuesdays. Sunday 13 September is fine, but do not move this to a Tuesday if the shoot slips.
Verify: Confirm how many artists work the 08:00 slot. One artist doing 40 minutes each cannot finish four faces before 09:00.
Source: https://creatrip.com/en/spot/14538"
9/13/2026,Sunday,9:00 AM,Walk to the hanbok shop,"Hanbok rental, Gyeongbokgung Station Exit 4 cluster",Commute,"Ends 9:10 AM.
The salons and the rental shops are the same few streets around Gyeongbokgung Station Exit 4 and Jahamun-ro 2-gil. This is a short flat walk, not a journey.
Source: https://seohwahanbok.net/hanbok-rental/"
9/13/2026,Sunday,9:10 AM,Hanbok fitting · nine people,Hanbok rental shop,Excursion,"Ends 10:20 AM.
Seventy minutes against a 09:00 opening, walking in rather than reserving. Hanboknam is the pick — 4.7 across 4,426 reviews, the largest selection in the cluster, and 1.1 km from the hotel. It sits about 350 metres west of Gwanghwamun, so you pass the palace on the way over and only backtrack a short distance afterward. Order of dressing: grandparents, toddler, infants, then the adults who can dress themselves fastest.
Book: Walking in, not reserving — and the review data backs that. A booking here does not buy queue priority: Korean reviewers repeatedly report reserving and still waiting, and every crowding complaint in this cluster is about midday, not the opening hour. But a booking was never going to fix the thing that can actually cost you the 10:50, so handle that separately. Send Hanboknam one email before you fly — hanboknams@naver.com — asking a single question: how many stylists work the 09:00 slot on Sunday 13 September. Hair runs about 20 minutes a head, one head at a time. Two stylists and the morning is comfortable; one stylist against three or four heads does not finish. The email commits you to nothing. Seven people are renting, not nine — the babies wear their own. Fallbacks if Hanboknam is shut or slammed: Seohwa at 137 Sajik-ro, Oneday in the same building's basement, or Haewadal on 0507-1315-7188.
Cost: Around ₩24,000 for four hours or ₩32,000 all day, per person, at Seohwa's published rates
Watch out: Take the all-day tier, not four hours. A four-hour rental started at 09:10 expires at 13:10, in the middle of lunch.
Watch out: Hanbok on an infant is a twenty-minute negotiation, not a five-minute change. This is the step that runs late, and there are two of them.
Watch out: Ask one question by email even though you are walking in: how many stylists work the opening slot. Hair is 15 to 20 minutes a head — a YES Hanbok customer timed hers at 20 — and it is done one at a time, so three or four heads against one stylist is the single thing most likely to cost you the call time. Get two confirmed in writing.
Note: The crowding complaints about this cluster are all about midday, not morning. Two separate Google reviewers confirm the early slot is calm: at Seohwa, “the store wasn't so crowded in the morning, everything was done super quick in like 10mins,” and “book early slots like 9am or 9.30am, customers start coming in after that and queue will be long.” Arriving at opening is doing most of the work here.
Note: Walk-in tactic that costs nothing: send one adult who is not having makeup done ahead to Hanboknam at 08:55, so someone is first through the door. They start the paperwork and begin pulling sizes while the salon group finishes, and the rest of you arrive at 09:10 to a shop already working on you.
Watch out: Hanboknam's one recurring complaint is passivity, not rudeness — “staff was helpful, but they weren't forthcoming... they left me on my own to pick out my pieces.” Fine for you, less fine for your parents. Say at the counter that you want to be walked through it. Reviewers who asked got help.
Watch out: Neither baby can be fitted from rental stock. Rental sizing starts at 12 months across this whole cluster — Hanboknam's floor is explicitly age one. A 5-month-old and a 7-month-old need a different product: 백일 or 돌복 hanbok in size 0호, which is made for 0 to 12 months. Buy it ahead — Namdaemun Market, Gmarket or Coupang, roughly ₩15,000 to ₩50,000 — or rent from a US seller before you fly. The toddler is fine at every shop here.
Verify: Haewadal Hanbok is the one shop reported to stock under-12-month sizes with notice, and that report is unverified. One call to 0507-1315-7188 settles it either way, but buy the 0호 sets regardless — they cost less than the risk.
Verify: Confirm Hanboknam can take seven renters in one slot — same email as the stylist question, second line. If sizing worries you, Seohwa stocks men to 2XL and women to 4XL and does carry children's sizes.
Watch out: Why Hanboknam and not the alternatives. Its 4.7 across 4,426 reviews carries a 2.3% one-star rate on a natural curve, the most trustworthy quality signal in the cluster. Haewadal opens 08:30 and is the only early door, which is worth thirty minutes — but its ratings are polarised: 653 five-stars against 38 one-stars on just 712 reviews, a 5.3% one-star rate, and the bad ones describe staff being rough and rude. Wrong risk profile for two babies and grandparents. Treat YES Hanbok's 5.0 as unmeasured rather than best — 97.8% five-star across 1,753 reviews is not organic, and a reviewer names the mechanism: a free extra hour for booking through Instagram.
Source: https://seohwahanbok.net/hanbok-rental/"
9/13/2026,Sunday,10:25 AM,Walk to Heungnyemun Gate,Gyeongbokgung · ticket and information area inside Heungnyemun Gate,Commute,"Ends 10:45 AM.
Twenty minutes for a walk that takes five, because nine people in hanbok with two strollers do not move at walking pace. Aim to be standing at the meeting point at 10:45 with five minutes in hand.
Fallback: The escalation branch, decided now and not at 10:30: if the shop is running late, at 10:30 send the grandparents, the men and the toddler ahead on foot to hold the meeting point. Skip the last lip touch-up. Message the photographer at 10:20 with a realistic number rather than at 10:50 with an apology. Real drop-dead for the group is 11:00 — the photographer will wait ten minutes and will not wait thirty.
Watch out: The Changing of the Royal Guard runs 10:00 for twenty minutes and the Guard Duty Performance runs 11:00 for ten, both at the Gwanghwamun and Heungnyemun end. You are walking into the crowd both times. Budget the full twenty minutes.
Watch out: Confirm the exact meeting point with the photographer and swap phone numbers. Gwanghwamun Gate and the ticket area are two different places about 150 metres apart.
Fallback: If it is raining hard, this becomes a different day. Agree the photographer's wet-weather policy in advance — most Seoul hanbok photographers offer indoor palace halls, a covered colonnade, or a reschedule. September is peak typhoon season and this is a booked, unrepeatable session.
Source: https://royal.khs.go.kr/ENG/contents/E702000000.do?schGroupCode=gbg"
9/13/2026,Sunday,10:50 AM,Photography session at Gyeongbokgung,Gyeongbokgung Palace,Excursion,"Ends 12:20 PM.
BOOKED — confirmed, do not move.
Meeting inside Heungnyemun Gate. Everyone in full hanbok enters the palace free — the rule covers traditional and modernised hanbok, and your parents are already free at 65 and over, as are all three children.
Cost: Admission ₩3,000 for adults 19–64, and free for anyone in qualifying hanbok
Watch out: Free admission needs a full set — jeogori plus chima or baji. A jeogori over jeans, a T-shirt under a skirt, or a partial outfit does not qualify and pays full price.
Watch out: Two infants have roughly forty good minutes in them. Ask the photographer to shoot the whole-group and grandparent frames first and the couple frames last.
Note: There is a nursing room by the information centre with a changing station, a microwave, and a sink. Learn where it is on arrival, not when you need it.
Watch out: Palace paths are unpaved gravel and rough stone in places. Strollers work but they fight you — carriers are better once you are inside.
Source: https://royal.khs.go.kr/ENG/contents/E701000000.do"
9/13/2026,Sunday,12:30 PM,Return the hanbok,,Admin,"Ends 1:00 PM.
Back to the shop, change, collect your own clothes. Or keep them on through lunch if you took the full-day rental and everyone still has the energy."
9/13/2026,Sunday,1:00 PM,Lunch near the palace,,Dining,"Ends 2:15 PM.
Everyone will be hungry, hot, and finished. Somewhere close with chairs — do not go looking.
Watch out: Book this. Sunday lunch near Gyeongbokgung for nine without a reservation is a bad way to end a good morning.
Watch out: The toddler's nap is running about ninety minutes late by now and will not happen until you are back at the hotel. Pick somewhere that can absorb a meltdown, and be willing to send half the group ahead."
9/13/2026,Sunday,2:30 PM,Back to the hotel · everyone off duty,,Rest,"Ends 5:00 PM.
The biggest morning of the trip earns the emptiest afternoon of the trip.
Note: Protected. Do not schedule into this."
9/13/2026,Sunday,2:45 PM,Nap window — Toddler,,Rest,"Ends 4:30 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/13/2026,Sunday,6:30 PM,A proper dinner,,Dining,"Ends 8:00 PM.
The one meal of the trip worth booking properly. Table seating, private room if you can get one for nine.
Verify: Book a private room well in advance — they are the single best solution to nine people and three small children."
9/13/2026,Sunday,,Nap window — 7mo,,Rest,"Timing: in the carrier, en route.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/13/2026,Sunday,,Nap window — 5mo,,Rest,"Timing: in the carrier, en route.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/14/2026,Monday,9:00 AM,Breakfast,Nine Tree Premier Insadong,Dining,"Ends 10:00 AM.
Late morning by design — the day's real event is dinner at Mangwon Market, and you do not want the group already tired by mid-afternoon."
9/14/2026,Monday,9:30 AM,Nap window — 7mo,,Rest,"Ends 11:00 AM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/14/2026,Monday,10:15 AM,Cheonggyecheon in the morning,"Cheonggyecheon, five minutes from the hotel",Excursion,"Ends 11:30 AM.
The sunken stream through the middle of the city, and a five-minute walk from the hotel door. Cool at water level, flat along the whole length, and genuinely pleasant before the heat arrives. Walk as far as you feel like and climb out at any bridge. This has moved from filler to the actual morning, because the afternoon is out in Mapo and today needs an easy start.
Fallback: Turn around at any point. The whole stream runs parallel to the street above it, so there is no committed distance.
Watch out: Access down to the stream level is by stairs at most points. Find one of the ramped entrances before you commit with a stroller — they exist but are not at every block.
Note: Short, flat, shaded and close. A deliberately undemanding morning before an afternoon that travels.
Source: https://english.visitseoul.net/area/CheonggyecheonStream/ENP000034"
9/14/2026,Monday,11:30 AM,Nap window — 5mo,,Rest,"Ends 1:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/14/2026,Monday,12:00 PM,Lunch near the hotel,,Dining,"Ends 1:15 PM.
Back in Jongno with time in hand. Eat properly here, because tonight's meal is standing up at a market."
9/14/2026,Monday,1:00 PM,Nap window — Toddler,,Rest,"Ends 3:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/14/2026,Monday,1:30 PM,Nap block at the hotel,,Rest,"Ends 3:30 PM.
Note: Protected nap window."
9/14/2026,Monday,3:45 PM,Across to Mapo,"Mangwon-dong, Mapo-gu",Commute,"Ends 4:20 PM.
West across the city to the Mangwon and Yeonnam side of Mapo-gu. Two vehicles for nine, or Line 6 if the group is feeling robust — Mangwon is two stops from Hongik University station."
9/14/2026,Monday,4:30 PM,"Mangwon Market — dinner, standing up","Mangwon Market, Mapo-gu · Mangwon station Line 6, exit 2",Dining,"Ends 6:00 PM.
This replaces Gwangjang, and it is a better fit in every way that matters to this group. Mangwon is a working neighbourhood market rather than a tourist destination — locals doing their actual shopping, prices that have not been rewritten for visitors, and a covered arcade that is wider and calmer than Gwangjang's aisles. The things to eat here are the fried chicken in sweet-and-sour glaze, tteokbokki, freshly fried mandu and the croquettes. Late afternoon is when it fills up and everything is hot.
Fallback: If it is heaving, buy food and walk two minutes to Mangwon Hangang Park to eat it by the river.
Watch out: Still a market: covered, busy and shoulder-to-shoulder in places. Take one stroller at most and put the smaller two in carriers. Buy from the stalls and eat standing or walk it to the park.
Watch out: Cash. Some stalls now take cards but plenty do not, and this is exactly what the airport ATM run was for.
Verify: Confirm the closing day before you go — most Seoul traditional markets close one or two days a month and it is usually a Sunday or Monday. Today is a Monday, so this one genuinely needs checking."
9/14/2026,Monday,6:15 PM,Yeonnam-dong and the Gyeongui Line park,"Gyeongui Line Forest Park, Yeonnam-dong",Excursion,"Ends 7:15 PM.
A disused railway line turned into a long, thin park running through Yeonnam-dong, and the single most stroller-friendly thing in this half of the city — flat, straight, grassy, wide, and lined with low-key cafés and shops. It is the calm version of this neighbourhood, and it connects Mangwon to Hongdae on foot without ever putting you in Hongdae's crowds.
Fallback: Go straight back to the hotel after the market. This is a bonus, not a requirement, and nobody will mind.
Note: Flat, open, and the easiest walking of the day. This is the part built for your parents and the strollers."
9/14/2026,Monday,7:15 PM,"Hongdae, for whoever still wants it (Adults who fancy it)",Hongdae main street and Eoulmadang-ro,Excursion,"Ends 8:30 PM.
The main Hongdae streets are ten minutes' walk from the far end of the Yeonnam park — buskers, street food, record shops, and the densest concentration of late-opening anything in Seoul. Marked as an idea rather than a plan because it is loud, extremely crowded and the wrong environment for two infants at bedtime. One useful piece of luck: today is a Monday, which is by some distance the quietest night of the week here.
Fallback: Skip it entirely. Everyone with a child goes back to the hotel from Yeonnam and this simply does not happen.
Watch out: This is a split or it is nothing. Two infants and a two-year-old in Hongdae at 19:30 is a bad idea even on a Monday — send the adults who want it and put everyone else in a car home.
Note: Genuinely optional. The day is already complete after Yeonnam."
9/14/2026,Monday,7:30 PM,Kids and grandparents back to Insadong (Grandparents · three kids · parents on duty),,Commute,"Thirty minutes back across town. Bedtime is late tonight by design, which is why tomorrow's morning starts indoors and slowly."
9/15/2026,Tuesday,9:00 AM,Breakfast,Nine Tree Premier Insadong,Dining,"Ends 10:00 AM.
Nine o'clock, and nothing lost by it — The Hyundai Seoul does not open its doors until 10:30, so an earlier start only buys you time standing outside a shut mall."
9/15/2026,Tuesday,9:30 AM,Nap window — 7mo,,Rest,"Ends 11:00 AM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/15/2026,Tuesday,10:10 AM,Over to Yeouido (Shopping group),"The Hyundai Seoul, 108 Yeoui-daero, Yeongdeungpo-gu",Commute,"Ends 10:50 AM.
Line 5 runs directly from Jongno-3ga to Yeouido with no change, which is unusually civilised for this city. A taxi is about twenty-five minutes. Either way you arrive just after opening rather than at 11:30 with everyone else."
9/15/2026,Tuesday,10:15 AM,Slow morning for everyone else (Grandparents · kids),,Rest,"Ends 12:00 PM.
Hotel, Insadong street, a café. The point of splitting today is that nobody has to endure a shopping trip they did not want, and Yeouido is a long way to drag a two-year-old for other people's errands."
9/15/2026,Tuesday,10:55 AM,The Hyundai Seoul · children's clothes (Shopping group),"The Hyundai Seoul, Yeouido · children's floor and the food hall",Excursion,"Ends 1:00 PM.
This replaces Namdaemun, and for this group it is not a close call. The Hyundai Seoul is the newest and most consistently well-reviewed department store in the city: a full children's floor with the Korean and international brands people actually fly home with, an indoor garden you can park a stroller in, proper nursing rooms, wide flat aisles, lifts everywhere, and a basement food hall good enough to be lunch. You will pay department-store prices rather than market prices — that is the trade, and with a toddler in tow it is the right one.
Cost: Department-store pricing. Budget more per item than a market and fewer items.
Fallback: Lotte World Mall in Jamsil covers similar ground and you were already near it on the 10th. Starfield Hanam is bigger again but is outside Seoul and not worth the drive on a day this full.
Watch out: Bring passports. Tax-free refund needs one, the desks are in-store, and this is the single biggest purchase day of the trip.
Verify: Confirm the opening time before you leave — Korean department stores commonly open at 10:30 rather than 10:00, and some run different weekday and weekend hours.
Note: Lunch is in the building. The food hall is on the lower level and handles a group without a booking, which is why this day does not have a separate lunch stop."
9/15/2026,Tuesday,11:30 AM,Nap window — 5mo,,Rest,"Ends 1:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/15/2026,Tuesday,12:00 PM,Lunch in Insadong for the hotel group (Grandparents · kids),,Dining,"Ends 1:15 PM.
Close to the room and ahead of the nap. The shopping group is eating in The Hyundai's food hall at the same time, so there is no regroup to coordinate."
9/15/2026,Tuesday,1:00 PM,Nap window — Toddler,,Rest,"Ends 3:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/15/2026,Tuesday,1:15 PM,Costco Yangpyeong (Shopping group),"Costco Yangpyeong, 156 Seonyu-ro, Yeongdeungpo-gu",Excursion,"Ends 2:45 PM.
Ten minutes from The Hyundai Seoul, which is the entire reason it sits on this day rather than any other. Yangpyeong is the closest warehouse to Yeouido and it is open 10:00 to 22:00. The Korean-specific things worth the trip are the own-brand seaweed, gim snacks, dried persimmon, honey butter almonds and the bulk skincare — none of which you can carry out of Olive Young at this price.
Watch out: Your US membership card works in Korea — the membership is global and you do not need to buy a Korean one. Bring the physical card; the app has been unreliable for foreign accounts at Korean door scanners.
Watch out: Korean Costco warehouses close on the second and fourth Sunday of every month. Today is a Tuesday so you are clear, but do not casually move this to a weekend without checking the date.
Verify: Confirm the current card policy at the door. Korean Costco has historically accepted only one specific domestic card network for payment plus cash — carry enough cash to cover the basket rather than assuming your US card works.
Watch out: Whatever you buy here is bulk and it is heavy. Do the luggage reckoning below tonight, not at the airport on the 18th."
9/15/2026,Tuesday,1:15 PM,Nap block,,Rest,"Ends 3:15 PM.
Note: Protected nap window."
9/15/2026,Tuesday,4:15 PM,Myeongdong · skincare (Shopping group),Myeongdong,Excursion,"Ends 6:00 PM.
The flagship Olive Young plus the surrounding brand stores, and a fresh shift is fine here — whoever did Yeouido and Costco has earned a sit down. This is the serious skincare stop of the trip: buy the volume here, not at the airport.
Verify: Confirm the tax-free refund threshold and process, and bring your passport — you cannot claim without it.
Watch out: Liquids, gels, and creams all have to go in checked bags. Between Costco this afternoon and this, tonight's luggage reckoning is not optional."
9/15/2026,Tuesday,6:15 PM,First pack and a luggage reckoning,,Admin,"Ends 7:00 PM.
Tomorrow you move hotels, and today you bought department-store clothes, a Costco run and a skincare haul. Better to find out tonight that you need another suitcase than at the Incheon check-in desk on the 18th.
Watch out: Buy the extra suitcase today if you need one. Both Myeongdong and the Costco you were in this afternoon sell them, and neither Yeongjong Island nor the airport is a good place to solve this."
9/15/2026,Tuesday,7:00 PM,Last Jongno dinner,,Dining,"Ends 8:15 PM.
The last dinner in the city proper — from here it is the airport hotel. Pick the one thing someone said they wanted to eat again and go there.
Watch out: Book it. This is the last easy dinner of the trip and the only one nobody will want to improvise."
